"John_KJV" "Luke_KJV" "Mark_KJV" "Matthew_KJV"
"fields" 0.00523724730281764 0.00771039747098963 0.00659369642621654 0
"fifty" 0.0104744946056353 0.00771039747098963 0 0
"fill" 0.00523724730281764 0 0 0.0126667792602601
"fishers" 0 0 0.0131873928524331 0.00844451950684006
"flood" 0 0.00771039747098963 0 0.00844451950684006
"foolish" 0 0 0 0.0168890390136801
"fools" 0 0.00771039747098963 0 0.00844451950684006
"footstool" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"forgave" 0 0.00771039747098963 0 0.00844451950684006
"forsaken" 0 0 0.00659369642621654 0.0126667792602601
"forsook" 0 0.00385519873549481 0.0131873928524331 0.00422225975342003
"galilaeans" 0.00523724730281764 0.0115655962064844 0 0
"gathereth" 0.00523724730281764 0.00385519873549481 0 0.00844451950684006
"grave" 0.0209489892112706 0 0 0
"graves" 0.00523724730281764 0.00385519873549481 0 0.00844451950684006
"hairs" 0 0.0115655962064844 0 0.00422225975342003
"halt" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0.00422225975342003
"hardly" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"hardness" 0 0 0.0197810892786496 0.00422225975342003
"healing" 0 0.00771039747098963 0 0.00844451950684006
"hearest" 0.0104744946056353 0 0 0.00844451950684006
"heavens" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"household" 0 0.00385519873549481 0 0.0126667792602601
"householder" 0 0 0 0.0168890390136801
"housetop" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"indignation" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"infirmities" 0 0.0115655962064844 0 0.00422225975342003
"inheritance" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"kind" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"kissed" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"knewest" 0.00523724730281764 0.00771039747098963 0 0.00422225975342003
"leadeth" 0.00523724730281764 0 0.00659369642621654 0.00844451950684006
"learn" 0 0 0.00659369642621654 0.0126667792602601
"lend" 0 0.0154207949419793 0 0
"leper" 0 0 0.0131873928524331 0.00844451950684006
"leprosy" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"lightning" 0 0.00771039747098963 0 0.00844451950684006
"likened" 0 0 0 0.0168890390136801
"liveth" 0.0209489892112706 0 0 0
"makest" 0.0104744946056353 0.00771039747098963 0 0
"maketh" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0.00422225975342003
"mammon" 0 0.0115655962064844 0 0.00422225975342003
"markets" 0 0.00771039747098963 0 0.00844451950684006
"masters" 0 0.00385519873549481 0 0.0126667792602601
"matthew" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"measures" 0 0.0115655962064844 0 0.00422225975342003
"men^s" 0 0.00771039747098963 0 0.00844451950684006
"merciful" 0 0.0115655962064844 0 0.00422225975342003
"months" 0.00523724730281764 0.0115655962064844 0 0
"mother^s" 0.0104744946056353 0.00385519873549481 0 0.00422225975342003
"mourn" 0 0.00385519873549481 0 0.0126667792602601
"murder" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"neck" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"needs" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0.00422225975342003
"ninety" 0 0.00771039747098963 0 0.00844451950684006
"oft" 0 0 0.00659369642621654 0.0126667792602601
"often" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"oxen" 0.0104744946056353 0.00385519873549481 0 0.00422225975342003
"patience" 0 0.00771039747098963 0 0.00844451950684006
"person" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"physician" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"plainly" 0.0209489892112706 0 0 0
"portion" 0 0.0115655962064844 0 0.00422225975342003
"poured" 0.00523724730281764 0 0.00659369642621654 0.00844451950684006
"powers" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"prayers" 0 0.0115655962064844 0.00659369642621654 0
"promised" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"prophesy" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"purse" 0 0.0115655962064844 0.00659369642621654 0
"reap" 0.00523724730281764 0.00385519873549481 0 0.00844451950684006
"rebuke" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"released" 0 0.00385519873549481 0.0131873928524331 0.00422225975342003
"remembrance" 0.00523724730281764 0.00771039747098963 0.00659369642621654 0
"render" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"restored" 0 0.00385519873549481 0.0131873928524331 0.00422225975342003
"rising" 0 0.00385519873549481 0.0197810892786496 0
"rooms" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"running" 0 0.00385519873549481 0.0197810892786496 0
"sacrifice" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"sakes" 0.0157117419084529 0 0.00659369642621654 0
"salute" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"seemed" 0 0.0115655962064844 0 0.00422225975342003
"sendeth" 0 0.00385519873549481 0.0131873928524331 0.00422225975342003
"sepulchres" 0 0.00771039747098963 0 0.00844451950684006
"serpents" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"shepherds" 0 0.0154207949419793 0 0
"shining" 0.00523724730281764 0.00771039747098963 0.00659369642621654 0
"shore" 0.00523724730281764 0 0.00659369642621654 0.00844451950684006
"shortened" 0 0 0.0131873928524331 0.00844451950684006
"sickness" 0.00523724730281764 0 0 0.0126667792602601
"sinned" 0.00523724730281764 0.00771039747098963 0 0.00422225975342003
"sky" 0 0.00385519873549481 0 0.0126667792602601
"sleepeth" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0.00422225975342003
"slept" 0 0 0 0.0168890390136801
"small" 0.0104744946056353 0 0.0131873928524331 0
"sop" 0.0209489892112706 0 0 0
"sorry" 0 0 0.00659369642621654 0.0126667792602601
"sound" 0.00523724730281764 0.00385519873549481 0 0.00844451950684006
"south" 0 0.0115655962064844 0 0.00422225975342003
"soweth" 0.0104744946056353 0 0.00659369642621654 0.00422225975342003
"sparrows" 0 0.00771039747098963 0 0.00844451950684006
"speech" 0.00523724730281764 0 0.0131873928524331 0.00422225975342003
"spices" 0.00523724730281764 0.00771039747098963 0.00659369642621654 0
"spoil" 0 0 0.0131873928524331 0.00844451950684006
"sprang" 0 0.00771039747098963 0.0131873928524331 0
"star" 0 0 0 0.0168890390136801
"stature" 0 0.0115655962064844 0 0.00422225975342003
"stony" 0 0 0.0131873928524331 0.00844451950684006
"strangers" 0.00523724730281764 0 0 0.0126667792602601
"strawed" 0 0 0.00659369642621654 0.0126667792602601
"strength" 0 0.00771039747098963 0.0131873928524331 0
"stretch" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0.00422225975342003
"suck" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"suddenly" 0 0.00771039747098963 0.0131873928524331 0
"suppose" 0.00523724730281764 0.0115655962064844 0 0
"supposed" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"sweareth" 0 0 0 0.0168890390136801
"tabernacles" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0.00422225975342003
"tables" 0.00523724730281764 0 0.0131873928524331 0.00422225975342003
"tarried" 0.00523724730281764 0.00771039747098963 0 0.00422225975342003
"teachest" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"tempted" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"thinkest" 0 0.00385519873549481 0 0.0126667792602601
"thrown" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"tied" 0 0.00385519873549481 0.0131873928524331 0.00422225975342003
"torment" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"touching" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"tower" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"towns" 0 0.00771039747098963 0.0131873928524331 0
"trust" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0.00422225975342003
"trusted" 0 0.0115655962064844 0 0.00422225975342003
"uttermost" 0 0 0.0131873928524331 0.00844451950684006
"vipers" 0 0.00385519873549481 0 0.0126667792602601
"warmed" 0.0157117419084529 0 0.00659369642621654 0
"warned" 0 0.00385519873549481 0 0.0126667792602601
"waves" 0 0.00385519873549481 0.00659369642621654 0.00844451950684006
"waxed" 0 0.0115655962064844 0 0.00422225975342003
"west" 0 0.00771039747098963 0 0.00844451950684006
"widows" 0 0.00771039747098963 0.00659369642621654 0.00422225975342003
"wist" 0.00523724730281764 0.00385519873549481 0.0131873928524331 0
"writing" 0.00523724730281764 0.00385519873549481 0 0.00844451950684006
"abased" 0 0.00771039747098963 0 0.00422225975342003
"abia" 0 0.00385519873549481 0 0.00844451950684006
"abomination" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"account" 0 0.00385519873549481 0 0.00844451950684006
"adulterous" 0 0 0.00659369642621654 0.00844451950684006
"affrighted" 0 0.00385519873549481 0.0131873928524331 0
"ago" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"agreed" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"alabaster" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"aminadab" 0 0.00385519873549481 0 0.00844451950684006
"annas" 0.0104744946056353 0.00385519873549481 0 0
"appoint" 0 0.00771039747098963 0 0.00422225975342003
"aram" 0 0.00385519873549481 0 0.00844451950684006
"ariseth" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"arms" 0 0.00385519873549481 0.0131873928524331 0
"arrayed" 0 0.00771039747098963 0 0.00422225975342003
"astray" 0 0 0 0.0126667792602601
"awake" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"aware" 0 0.00771039747098963 0 0.00422225975342003
"babes" 0 0.00385519873549481 0 0.00844451950684006
"barren" 0 0.0115655962064844 0 0
"bartholomew" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"bearing" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"beaten" 0 0.00771039747098963 0.00659369642621654 0
"beckoned" 0.00523724730281764 0.00771039747098963 0 0
"begged" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"beholdest" 0 0.00771039747098963 0 0.00422225975342003
"believing" 0.0104744946056353 0 0 0.00422225975342003
"beseech" 0 0.00771039747098963 0.00659369642621654 0
"beseeching" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"bethphage" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"betrayeth" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"bill" 0 0.00771039747098963 0.00659369642621654 0
"birds" 0 0.00385519873549481 0 0.00844451950684006
"birth" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"blew" 0.00523724730281764 0 0 0.00844451950684006
"booz" 0 0.00385519873549481 0 0.00844451950684006
"borders" 0 0 0.00659369642621654 0.00844451950684006
"breast" 0.0104744946056353 0.00385519873549481 0 0
"bridechamber" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"bringing" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"builders" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"buildings" 0 0 0.0131873928524331 0.00422225975342003
"burdens" 0 0.00771039747098963 0 0.00422225975342003
"burned" 0.00523724730281764 0 0 0.00844451950684006
"bush" 0 0.00771039747098963 0.00659369642621654 0
"bushel" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"calf" 0 0.0115655962064844 0 0
"callest" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"calm" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"camest" 0.0104744946056353 0 0 0.00422225975342003
"captains" 0 0.00771039747098963 0.00659369642621654 0
"cares" 0 0.00771039747098963 0.00659369642621654 0
"carest" 0 0 0.0131873928524331 0.00422225975342003
"case" 0.00523724730281764 0 0 0.00844451950684006
"casteth" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"catch" 0 0.00771039747098963 0.00659369642621654 0
"charge" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"children^s" 0 0 0.0131873928524331 0.00422225975342003
"church" 0 0 0 0.0126667792602601
"clearly" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"cloak" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"clothing" 0 0 0.00659369642621654 0.00844451950684006
"cold" 0.00523724730281764 0 0 0.00844451950684006
"commandeth" 0 0.00771039747098963 0.00659369642621654 0
"communed" 0 0.0115655962064844 0 0
"compel" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"condemnation" 0.0104744946056353 0.00385519873549481 0 0
"constrained" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"continue" 0.0104744946056353 0 0 0.00422225975342003
"corner" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"countenance" 0 0.00385519873549481 0 0.00844451950684006
"covered" 0 0.00385519873549481 0 0.00844451950684006
"crumbs" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"cured" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"dark" 0.0104744946056353 0.00385519873549481 0 0
"darkened" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"debt" 0 0 0 0.0126667792602601
"debtors" 0 0.00771039747098963 0 0.00422225975342003
"decapolis" 0 0 0.0131873928524331 0.00422225975342003
"declare" 0.00523724730281764 0 0 0.00844451950684006
"declared" 0.0104744946056353 0.00385519873549481 0 0
"demanded" 0 0.00771039747098963 0 0.00422225975342003
"den" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"despise" 0 0.00385519873549481 0 0.00844451950684006
"destroyed" 0 0.00771039747098963 0 0.00422225975342003
"devour" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"didymus" 0.0157117419084529 0 0 0
"dieth" 0 0 0.0197810892786496 0
"dinner" 0 0.00771039747098963 0 0.00422225975342003
"displeased" 0 0 0.0131873928524331 0.00422225975342003
"divorcement" 0 0 0.00659369642621654 0.00844451950684006
"draweth" 0 0.00771039747098963 0 0.00422225975342003
"drunk" 0.00523724730281764 0.00771039747098963 0 0
"drunken" 0 0.00771039747098963 0 0.00422225975342003
"dry" 0 0.00771039747098963 0 0.00422225975342003
"dwell" 0 0.00771039747098963 0 0.00422225975342003
"earthquakes" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"eighteen" 0 0.0115655962064844 0 0
"eliakim" 0 0.00385519873549481 0 0.00844451950684006
"endure" 0 0 0.0131873928524331 0.00422225975342003
"enquire" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"enquired" 0.00523724730281764 0 0 0.00844451950684006
"entreated" 0 0.00771039747098963 0 0.00422225975342003
"equal" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"err" 0 0 0.0131873928524331 0.00422225975342003
"espoused" 0 0.00771039747098963 0 0.00422225975342003
"esrom" 0 0.00385519873549481 0 0.00844451950684006
"exceedingly" 0 0 0.0131873928524331 0.00422225975342003
"expedient" 0.0157117419084529 0 0 0
"fail" 0 0.0115655962064844 0 0
"faint" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"falleth" 0 0.00771039747098963 0 0.00422225975342003
"famines" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"farther" 0 0 0.0131873928524331 0.00422225975342003
"farthing" 0 0 0.00659369642621654 0.00844451950684006
"fatted" 0 0.0115655962064844 0 0
"fearful" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"feasts" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"fellowservants" 0 0 0 0.0126667792602601
"fetters" 0 0.00385519873549481 0.0131873928524331 0
"figs" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"fingers" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"flock" 0 0.00771039747098963 0 0.00422225975342003
"forbad" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"forgotten" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"fornication" 0.00523724730281764 0 0 0.00844451950684006
"fourteen" 0 0 0 0.0126667792602601
"furlongs" 0.0104744946056353 0.00385519873549481 0 0
"furnished" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"gadarenes" 0 0.00771039747098963 0.00659369642621654 0
"gain" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"galilaean" 0 0.00771039747098963 0.00659369642621654 0
"gennesaret" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"gird" 0.00523724730281764 0.00771039747098963 0 0
"girded" 0.0104744946056353 0.00385519873549481 0 0
"gladly" 0 0.00385519873549481 0.0131873928524331 0
"glorifying" 0 0.0115655962064844 0 0
"golgotha" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"grant" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"greek" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"greetings" 0 0.00771039747098963 0 0.00422225975342003
"grieved" 0.00523724730281764 0 0.0131873928524331 0
"guilty" 0 0 0.00659369642621654 0.00844451950684006
"hadst" 0.0104744946056353 0.00385519873549481 0 0
"half" 0 0.00771039747098963 0.00659369642621654 0
"hard" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"hardened" 0.00523724730281764 0 0.0131873928524331 0
"harlots" 0 0.00385519873549481 0 0.00844451950684006
"heads" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"heir" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"herbs" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"herein" 0.0157117419084529 0 0 0
"herod^s" 0 0.00771039747098963 0 0.00422225975342003
"herodians" 0 0 0.0131873928524331 0.00422225975342003
"highways" 0 0.00385519873549481 0 0.00844451950684006
"hire" 0 0.00385519873549481 0 0.00844451950684006
"hireling" 0.0157117419084529 0 0 0
"hurt" 0 0.00771039747098963 0.00659369642621654 0
"hypocrisy" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"hypocrite" 0 0.00771039747098963 0 0.00422225975342003
"image" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"incense" 0 0.0115655962064844 0 0
"infirmity" 0.00523724730281764 0.00771039747098963 0 0
"instructed" 0 0.00385519873549481 0 0.00844451950684006
"jesse" 0 0.00385519873549481 0 0.00844451950684006
"joanna" 0 0.0115655962064844 0 0
"joined" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"judgeth" 0.0157117419084529 0 0 0
"knock" 0 0.00771039747098963 0 0.00422225975342003
"knocketh" 0 0.00771039747098963 0 0.00422225975342003
"knowledge" 0 0.00771039747098963 0 0.00422225975342003
"labour" 0.0104744946056353 0 0 0.00422225975342003
"lands" 0 0 0.0131873928524331 0.00422225975342003
"large" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"latchet" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"laughed" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"legion" 0 0.00385519873549481 0.0131873928524331 0
"legs" 0.0157117419084529 0 0 0
"lie" 0.0157117419084529 0 0 0
"lodge" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"loins" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"looketh" 0 0.00385519873549481 0 0.00844451950684006
"lot" 0 0.0115655962064844 0 0
"low" 0 0.0115655962064844 0 0
"making" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"male" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"malefactors" 0 0.0115655962064844 0 0
"manger" 0 0.0115655962064844 0 0
"manifested" 0.0104744946056353 0 0.00659369642621654 0
"manna" 0.0157117419084529 0 0 0
"marrieth" 0 0.00771039747098963 0 0.00422225975342003
"marvellous" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"mayest" 0 0.00771039747098963 0.00659369642621654 0
"mean" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"measured" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"meek" 0 0 0 0.0126667792602601
"messenger" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"mete" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"midnight" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"mightest" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"mightier" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"millstone" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"mingled" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"mock" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"moon" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"moreover" 0 0.00385519873549481 0 0.00844451950684006
"moth" 0 0.00385519873549481 0 0.00844451950684006
"mourned" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"myrrh" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"naasson" 0 0.00385519873549481 0 0.00844451950684006
"napkin" 0.0104744946056353 0.00385519873549481 0 0
"nights" 0 0 0 0.0126667792602601
"nobleman" 0.0104744946056353 0.00385519873549481 0 0
"number" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"numbered" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"oath" 0 0.00385519873549481 0 0.00844451950684006
"obed" 0 0.00385519873549481 0 0.00844451950684006
"observe" 0 0 0 0.0126667792602601
"offences" 0 0.00385519873549481 0 0.00844451950684006
"officer" 0 0.00771039747098963 0 0.00422225975342003
"ofttimes" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"order" 0 0.0115655962064844 0 0
"outer" 0 0 0 0.0126667792602601
"outside" 0 0.00385519873549481 0 0.00844451950684006
"overshadowed" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"overthrew" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"owed" 0 0.00385519873549481 0 0.00844451950684006
"owest" 0 0.00771039747098963 0 0.00422225975342003
"past" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"paths" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"persecuted" 0.00523724730281764 0 0 0.00844451950684006
"persuaded" 0 0.00771039747098963 0 0.00422225975342003
"peter^s" 0.0104744946056353 0 0 0.00422225975342003
"phares" 0 0.00385519873549481 0 0.00844451950684006
"philip^s" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"platted" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"platter" 0 0.00385519873549481 0 0.00844451950684006
"plucked" 0 0.00771039747098963 0.00659369642621654 0
"porch" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"praising" 0 0.0115655962064844 0 0
"preferred" 0.0157117419084529 0 0 0
"pressed" 0 0.00771039747098963 0.00659369642621654 0
"prevail" 0.00523724730281764 0 0 0.00844451950684006
"price" 0 0 0 0.0126667792602601
"prisoner" 0 0 0.00659369642621654 0.00844451950684006
"proceed" 0 0 0.00659369642621654 0.00844451950684006
"profited" 0 0 0.00659369642621654 0.00844451950684006
"published" 0 0.00385519873549481 0.0131873928524331 0
"quickeneth" 0.0157117419084529 0 0 0
"rain" 0 0 0 0.0126667792602601
"reapeth" 0.0157117419084529 0 0 0
"reasoning" 0 0.00385519873549481 0.0131873928524331 0
"receipt" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"remove" 0 0.00385519873549481 0 0.00844451950684006
"resorted" 0.0104744946056353 0 0.00659369642621654 0
"reverence" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"reviled" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"roof" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"sad" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"salathiel" 0 0.00385519873549481 0 0.00844451950684006
"salmon" 0 0.00385519873549481 0 0.00844451950684006
"salted" 0 0 0.0131873928524331 0.00422225975342003
"salutation" 0 0.0115655962064844 0 0
"samaritan" 0.00523724730281764 0.00771039747098963 0 0
"saviour" 0.00523724730281764 0.00771039747098963 0 0
"scattereth" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"scorn" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"scourged" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"scribe" 0 0 0.00659369642621654 0.00844451950684006
"search" 0.0104744946056353 0 0 0.00422225975342003
"seat" 0.00523724730281764 0 0 0.00844451950684006
"seeds" 0 0 0.00659369642621654 0.00844451950684006
"seest" 0 0.00385519873549481 0.0131873928524331 0
"serpent" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"seventy" 0 0.00771039747098963 0 0.00422225975342003
"shadow" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"shewbread" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"shine" 0 0 0 0.0126667792602601
"shineth" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"signifying" 0.0157117419084529 0 0 0
"siloam" 0.0104744946056353 0.00385519873549481 0 0
"simeon" 0 0.0115655962064844 0 0
"sinful" 0 0.00771039747098963 0.00659369642621654 0
"sink" 0 0.00771039747098963 0 0.00422225975342003
"sixty" 0 0 0.0131873928524331 0.00422225975342003
"skull" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"slay" 0.00523724730281764 0.00771039747098963 0 0
"sleeping" 0 0.00385519873549481 0.0131873928524331 0
"soft" 0 0.00385519873549481 0 0.00844451950684006
"something" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"spunge" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"stars" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"steep" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"stewardship" 0 0.0115655962064844 0 0
"stooped" 0.0157117419084529 0 0 0
"strait" 0 0.00385519873549481 0 0.00844451950684006
"stripes" 0 0.0115655962064844 0 0
"struck" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"subject" 0 0.0115655962064844 0 0
"sufficient" 0.00523724730281764 0.00385519873549481 0 0.00422225975342003
"summer" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"surnamed" 0 0.00385519873549481 0.0131873928524331 0
"talent" 0 0 0 0.0126667792602601
"taxed" 0 0.0115655962064844 0 0
"tears" 0 0.00771039747098963 0.00659369642621654 0
"tender" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"testament" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"testified" 0.0157117419084529 0 0 0
"thirsty" 0 0 0 0.0126667792602601
"tiberias" 0.0157117419084529 0 0 0
"tidings" 0 0.0115655962064844 0 0
"top" 0.00523724730281764 0 0.00659369642621654 0.00422225975342003
"tormented" 0 0.00771039747098963 0 0.00422225975342003
"treasures" 0 0 0 0.0126667792602601
"trespass" 0 0.00771039747098963 0 0.00422225975342003
"tribes" 0 0.00385519873549481 0 0.00844451950684006
"trodden" 0 0.00771039747098963 0 0.00422225975342003
"twice" 0 0.00385519873549481 0.0131873928524331 0
"unloose" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"unwashen" 0 0 0.0131873928524331 0.00422225975342003
"uppermost" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"use" 0 0.00385519873549481 0 0.00844451950684006
"vain" 0 0 0.00659369642621654 0.00844451950684006
"value" 0 0.00385519873549481 0 0.00844451950684006
"veil" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"vessel" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0
"vessels" 0 0 0.00659369642621654 0.00844451950684006
"vexed" 0 0.00385519873549481 0 0.00844451950684006
"violently" 0 0.00385519873549481 0.00659369642621654 0.00422225975342003
"virgins" 0 0 0 0.0126667792602601
"virtue" 0 0.00771039747098963 0.00659369642621654 0
